咽喉痛同时伴有其他症状,10
不足时,2
在停药的第,1
乳杆菌不低于,1
本品经二氢叶酸还原酶及维生素,1
酸痛喷雾剂,4
对乙酰氨基酚溶液说明书,1
将药粉以温水溶解后立即服用,1
解除平滑痉挛引起的疼痛,1
气味烟雾,1
妇炎净片,1
氨麻苯美片说明书,1
避秽止呕,1
用于防治钙,1
防风通圣丸,5
亦用于丘疹性荨麻疹,1
芦根,2
五维,2
但停药后即可恢复正常,5
清胃火,1
症状自行消失,2
日症状未见好转,2
少数患者用药后可能出现轻度的皮肤红肿,1
头痛耳鸣,1
天后渐正常,1
小时可重复用药,1
小儿腹泻外敷散说明书,1
全身不适,2
增强机体应激能力,2
碳酸钙咀嚼片,2
鼻塞喷嚏,1
用于消化不良性腹泻,2
复方南板蓝根颗粒说明书,1
补气扶正,2
沉香利气丸说明书,1
亦用于手足多汗症,1
氢溴酸右美沙芬胶囊,1
每日吸烟,1
腹部胀满不舒,3
黄地养阴颗粒,1
用芦根汤或温开水送服,2
尤宜于暑月感寒伤湿,1
维生素是一类维持机体正常代谢和身体健康必不可少的物质,1
大便溏之脾胃虚者慎用,1
倍坐浴,1
用温开水送服或用温开水分散后口服,1
服药期间出现其他妇科疾病时应去医院就诊,2
应,17
金鸡化瘀颗粒说明书,1
加味归芪片说明书,1
益母草膏,2
荨麻疹等,7
待分散均匀后再口服,1
天后症状无改善,46
大便带粘液,1
每次用药后可涂少量润肤膏,1
出血者忌服,1
养血安神片,2
患高甘油三酯血症或有家族史的妇女在服用复合口服避孕药时,1
食少脘胀,1
海天益肾胶囊,1
维生素类及巴比妥类的吸收及消除,1
推荐剂量的维生素,4
益母草颗粒,3
清胃热,1
口臭等症,1
海蛇药酒,1
生脉饮,3
呼吸变慢,1
油腻食物及神经兴奋剂,1
肾功能不全患者应在医师指导下使用,3
充血性心力衰竭,4
用于妇女湿热带下,1
补肾壮骨口服液说明书,1
此时应停药,1
水煎,1
归脾丸,5
两目干涩,8
以及感冒发热等热证,1
葡萄糖酸锌颗粒说明书,1
嗜酸乳酸杆菌,1
归芪补血口服液,1
调经活血,2
天症状无改善者应到医院就诊,1
用于肝肾两亏所致腰膝酸软,4
如超量或长期服用,1
由于本品对革兰阳性菌有抗菌作用,1
三岁以下,3
三岁以上,3
羟乙基纤维素钠,1
补肾强筋,1
蚂蚁双参通痹丸,1
灭活凝血因子和抑制凝血酶的作用,1
多潘立酮片,1
严重冠状动脉疾病,2
咽喉肿痛及肺热咳嗽,1
也可用于沙眼衣原体感染的辅助治疗,1
十全大补合剂,2
益虚宁片,1
舒胃药酒,2
吩噻嗪类或三环类抗抑郁药合用,1
参茸珍宝片,1
参杞片说明书,1
双唑泰棉栓说明书,1
急性胃黏膜病变及肾功能不全患者禁用,1
复方阿胶胶囊,1
多痰,23
每粒含人参果皂甙,1
说明书修订日期,5841
拨云眼膏说明书,1
向鼻孔内喷雾,1
用于改善急性咽炎引起的咽痛,4
用于气血两虚所致的体倦乏力,1
水和电解质潴留,1
乳房与少腹胀痛,1
抗风湿,5
水泡或局部皮肤增厚改变,2
机前,1
其作用机制是干扰病毒,1
伴腹痛拒按,1
以及多种厌氧菌和产黑菌,1
本品对大多数革兰阴性,1
视觉障碍,4
穿心莲内酯,1
雌激素的衍生物炔雌醇能抑制促性腺激素分泌,1
安眠,3
每粒含莪术油,1
夏季暑热重时,1
花斑癣疗程为,1
阿珍养血口服液说明书,1
贫血,19
复方葡萄糖酸钙口服液,1
屈伸不利等,1
曲安奈德为糖皮质激素,3
用于脾虚湿困,1
精血亏虚所致健忘失眠,1
咽康含片说明书,1
请按推荐剂量服用,5
岁以下儿童用量应咨询医师或药师,1
时有阴部瘙痒,1
小儿四维葡钙颗粒说明书,1
克林霉素磷酸酯凝胶,1
以后每次服,1
宜先除去白色软化层,1
虚寒泄泻者忌服,1
五加参颗粒说明书,1
用于妊娠和哺乳期妇女,5
久贮可产生少量沉淀,1
胃阴不足者慎用,2
左金胶囊说明书,1
如发生药液接触敏感表面,2
神经衰弱见上述证候者,14
呕恶泛酸,1
汗出,12
清热拔毒,3
复方新霉素软膏说明书,1
脓疱等应去医院就诊,26
克,5134
具有抗过敏及镇静作用,1
须癣,1
痔炎消胶囊说明书,1
睡前或胃部不适时服用,3
用于风湿骨痛,23
从而发挥速效避孕作用,4
个别患者发生恶心,3
化滞止泻,2
接触胶布的皮肤部位可出现瘙痒,1
可导致抗生素在肺组织浓度升高,4
氧化镁具有中和胃酸,2
肾病综合征,32
可缓解皮肤红肿,1
发热或微恶寒,1
小儿及年老体弱患者不宜服用本药,1
使药液均匀喷于患部,3
大便干燥如羊屎,1
通常,1
可引起凝血酶原时间缩短或凝血酶原血症,1
盐酸羟甲唑啉喷雾剂说明书,1
为感冒鼻塞的辅助用药,1
五岁以下一次,1
具有广谱杀菌作用和去垢效力,1
可以按以下的建议进行漏服处理,2
有红斑狼疮或其他免疫系统疾病患者,1
本品不宜与抗抑郁药,3
多潘立酮不增强神经镇静剂的作用,1
大部分吸烟者每天需用,1
寻常型痤疮,1
雪莲归芪口服液说明书,1
用于血虚脾弱所致月经不调,1
本品中维生素,8
参桂鹿茸丸,2
例如胃部不适的主诉,1
氯化铵能反射性地增加呼吸道黏膜腺体的分泌,2
用量过大会出现抽搐,2
用于外寒内热,2
绍兴大补酒,1
茸参补肾胶囊说明书,1
少数患者出现腹泻,2
不宜在服药期间同时服用其他活血中成药及含有人参的制剂,1
可使升高的血清丙氨酸氨基转移酶下降,3
咳宁胶囊,1
感冒患者暂停服用,1
苦金片说明书,1
饭前半小时或胃痛发作时服用,1
使血药浓度下降,31
蛤蚧定喘胶囊汉语拼音,1
地衣芽孢杆菌活菌胶囊,1
含主要成份甘油,2
控制头屑,1
含钙肾结石患者禁用,2
慢性肾功能衰竭,17
用于气血两虚兼有血瘀所致的月经不调,3
咳嗽头痛,3
日后症状未缓解,3
症见毛发成片脱落,2
本品适用于气虚久咳痰多,1
烫伤局部用药一定要注意清洁干净,27
抗衰复春片,1
长期服用可引起反跳性胃酸分泌增高,1
溃得康颗粒,1
周症状无改善,31
参苓白术散说明书,1
超量或长期服用,7
蛮龙液说明书,1
小儿及年老体虚者应在医师指导下服用,26
可连续服,1
为抗生素,2
复方角菜酸酯乳膏,1
本品对苯妥英钠类,1
抑制痤疮丙酸杆菌的作用,1
用于治疗假性近视眼,1
四岁以上儿童一次,1
复方洋参王浆胶囊,1
钙或镁的碳酸盐,2
多痰等的对症治疗,3
明目二十五味丸说明书,1
比沙可啶肠溶片,1
偶见胃肠道出血或溃疡,5
疳积腹胀,1
妊娠期忌用,1
使用时应注意调整剂量,3
本品为含片,1
氯雷他定胶囊,1
用于治疗手癣,7
使其破裂,3
如腹胀腹痛较重,2
空腹口服,2
和兴白花油,4
肝肾不足引起,2
治疗期间忌房事,65
适用于小儿肺热咳嗽轻症,2
助消化及胃黏膜保护类非处方药药品,1
复发性口腔溃疡以及痤疮等,1
气臭,7
实热及湿热内盛者禁服,1
传真号码,5840
油腻及腥膻食物,2
久痛气虚,5
甲状腺功能亢进等患者禁用,16
丹贞颗粒说明书,1
应向专科医师咨询,5
大蜜丸,23
胃复安,3
感觉异常等,3
冲洗外阴和阴道,2
复方锁阳口服液说明书,1
对马来酸氯苯那敏,1
所含硼酸具有轻度抗菌消炎作用,1
本品为非麻醉性镇咳药,9
产后感染,1
血气不足,2
舌质淡红,1
五味沙棘散,1
请仔细按照以下步骤使用本品,1
小儿止嗽糖浆汉语拼音,2
体重改变,2
泄泻时腹部热胀痛者忌服,13
参茸丸,2
本品不可与含汞,2
桂龙益肾通络口服液,1
表现喉痒咳嗽,2
兴奋,7
完全性房室传导阻滞时禁用,2
由医生决定是否停止服用本品,1
善存银片,1
涂擦患处并按摩至局部发热,3
六至十岁一次,3
杀菌止痒洗剂说明书,3
每克相当于,1
若漏服药不仅可发生突破性出血,3
个疗程,11
八珍鹿胎膏说明书,1
含盐酸麻黄碱,1
也可用于产后,1
槟榔花口服液,1
咽喉,2
